"ML Catalog Number",Format,"Scientific Name","Common Name","Background Species",Recordist,Date,Year,Month,Day,Time,Country,Country-State-County,State,County,Locality,Latitude,Longitude,"Elevation (m)",Age/Sex,Behaviors,Playback,Collected,"Specimen ID","Home Archive Catalog Number",Recorder,Microphone,Accessory,"Partner Institution","eBird Checklist ID",Unconfirmed?,"Air Temp(ºC)","Water Temp(ºC)","Media notes","Observation Details",Class,Order,Family,"Parent Species","eBird Species Code","Taxon Category","Taxonomic Sort","Recordist 2 Display Name","Recordist 2 Profile URL","Average Community Rating","Number of Ratings","Asset State","Asset Tags","Contributor Profile URL","Original Image Height","Original Image Width","Specimen Page URL","eBird Checklist URL","ebird Species URL",isInternalUser,mediaDownloadUrl,report_as
276533301,Photo,"Alectoris chukar",Chukar,,"Steve Rottenborn",10/31/2020,2020,10,31,1511,"United States",US-CA-069,California,"San Benito","Panoche Valley--Shotgun Pass",36.6738,-120.8666,,,,Unspecified,,,,,,,,S75714591,,,,,,,,,"Alectoris chukar",chukar,Species,1214.0,,,0.0,0,committed,,"https://ebird.org/profile/MjI3MDgw",1527,2292,"https://macaulaylibrary.org/asset/276533301","https://ebird.org/view/checklist/S75714591","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
276397091,Photo,"Alectoris chukar",Chukar,,"Sonam Choldan",11/1/2020,2020,11,1,1115,India,IN-JK-LE,"Jammu and Kashmir","Leh (ladakh)","(33.631, 78.1) Kungyam",33.6311,78.0999,,,,Unspecified,,,,,,,,S75679456,,,,,Common,,,,"Alectoris chukar",chukar,Species,1214.0,,,0.0,0,committed,,"https://ebird.org/profile/MTIxMDc0OA",1955,2513,"https://macaulaylibrary.org/asset/276397091","https://ebird.org/view/checklist/S75679456","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
276316601,Photo,"Alectoris chukar",Chukar,,"Phyllis Weintraub",11/1/2020,2020,11,1,700,Israel,IL-D,HaDarom,,"IL Midrasha serpentine",30.8457,34.7817,,,,Unspecified,,,,,,,,S75675923,,,,,,,,,"Alectoris chukar",chukar,Species,1214.0,,,0.0,0,committed,,"https://ebird.org/profile/NzU2NTQy",1482,2482,"https://macaulaylibrary.org/asset/276316601","https://ebird.org/view/checklist/S75675923","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
276141531,Photo,"Alectoris chukar",Chukar,,"Henry Burton",10/14/2020,2020,10,14,1309,"United States",US-OR-025,Oregon,Harney,"Steens Mountain--East Rim",42.6663,-118.5647,,Unknown,,Unspecified,,,,,,,,S74830679,,,,,"Hunkered down",,,,"Alectoris chukar",chukar,Species,1214.0,,,2.0,1,committed,,"https://ebird.org/profile/MzM4Mzc4",2157,3236,"https://macaulaylibrary.org/asset/276141531","https://ebird.org/view/checklist/S74830679","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
276088111,Photo,"Alectoris chukar",Chukar,,"T Norris",10/26/2020,2020,10,26,915,"United States",US-HI-009,Hawaii,Maui,"Haleakala NP--Hosmer Grove",20.7684,-156.2366,,,,Unspecified,,,,,,,,S75489268,,,,,,,,,"Alectoris chukar",chukar,Species,1214.0,,,0.0,0,committed,,"https://ebird.org/profile/NTM5OTM3",3443,5165,"https://macaulaylibrary.org/asset/276088111","https://ebird.org/view/checklist/S75489268","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
276088051,Photo,"Alectoris chukar",Chukar,,"T Norris",10/26/2020,2020,10,26,915,"United States",US-HI-009,Hawaii,Maui,"Haleakala NP--Hosmer Grove",20.7684,-156.2366,,,,Unspecified,,,,,,,,S75489268,,,,,,,,,"Alectoris chukar",chukar,Species,1214.0,,,0.0,0,committed,,"https://ebird.org/profile/NTM5OTM3",2536,3804,"https://macaulaylibrary.org/asset/276088051","https://ebird.org/view/checklist/S75489268","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
276088041,Photo,"Alectoris chukar",Chukar,,"T Norris",10/26/2020,2020,10,26,915,"United States",US-HI-009,Hawaii,Maui,"Haleakala NP--Hosmer Grove",20.7684,-156.2366,,,,Unspecified,,,,,,,,S75489268,,,,,,,,,"Alectoris chukar",chukar,Species,1214.0,,,0.0,0,committed,,"https://ebird.org/profile/NTM5OTM3",2193,3290,"https://macaulaylibrary.org/asset/276088041","https://ebird.org/view/checklist/S75489268","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
276010591,Photo,"Alectoris chukar",Chukar,,"Yonatan Gordon",10/31/2020,2020,10,31,700,Israel,IL-Z,HaZafon,,"Be'et Shean Valley--general area עמק בית שאן אזור כללי",32.4692,35.5387,,,,Unspecified,,,,,,,,S75628118,,,,,,,,,"Alectoris chukar",chukar,Species,1214.0,,,5.0,1,committed,,"https://ebird.org/profile/OTgxNzY5",3188,3256,"https://macaulaylibrary.org/asset/276010591","https://ebird.org/view/checklist/S75628118","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
275986021,Photo,"Alectoris chukar",Chukar,,"Su Li",6/18/2020,2020,6,18,900,China,CN-11,Beijing,,"Fomenergou(佛门儿沟)",39.859,116.0662,,,,Unspecified,,,,,,,,S75625297,,,,,,,,,"Alectoris chukar",chukar,Species,1214.0,,,0.0,0,committed,,,1067,1600,"https://macaulaylibrary.org/asset/275986021","https://ebird.org/view/checklist/S75625297","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
275985991,Photo,"Alectoris chukar",Chukar,,"Su Li",6/18/2020,2020,6,18,900,China,CN-11,Beijing,,"Fomenergou(佛门儿沟)",39.859,116.0662,,,,Unspecified,,,,,,,,S75625297,,,,,,,,,"Alectoris chukar",chukar,Species,1214.0,,,0.0,0,committed,,,1067,1600,"https://macaulaylibrary.org/asset/275985991","https://ebird.org/view/checklist/S75625297","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
275556661,Photo,"Alectoris chukar",Chukar,,"Ann Flory",10/19/2020,2020,10,19,1035,"United States",US-NV-029,Nevada,Storey,"Castle Peak",39.406,-119.6446,,,,Unspecified,,,,,,,,S75101626,,,,,,,,,"Alectoris chukar",chukar,Species,1214.0,,,0.0,0,committed,,,3264,4896,"https://macaulaylibrary.org/asset/275556661","https://ebird.org/view/checklist/S75101626","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
275469231,Photo,"Alectoris chukar",Chukar,,"Noah Strycker",7/18/2020,2020,7,18,1110,"United States",US-OR-025,Oregon,Harney,"Pike Creek",42.5912,-118.5633,,Unknown,,Unspecified,,,,,,,,S71655179,,,,,,,,,"Alectoris chukar",chukar,Species,1214.0,,,2.0,1,committed,,"https://ebird.org/profile/MjM2NDMw",3648,5472,"https://macaulaylibrary.org/asset/275469231","https://ebird.org/view/checklist/S71655179","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
275327841,Photo,"Alectoris chukar",Chukar,,"Ángel Vela",12/5/2017,2017,12,5,0,Greece,GR-I,Attica,,"Cape Sounio",37.6501,24.0258,,,,Unspecified,,,,,,,,S64891594,,,,,,,,,"Alectoris chukar",chukar,Species,1214.0,,,4.0,2,committed,,"https://ebird.org/profile/MTIxNzUxNQ",1536,2048,"https://macaulaylibrary.org/asset/275327841","https://ebird.org/view/checklist/S64891594","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
275178901,Photo,"Alectoris chukar",Chukar,,"Eric Ellingson",10/24/2020,2020,10,24,1411,"United States",US-WA-075,Washington,Whitman,"Steptoe Butte",47.0323,-117.2962,,Adult,Flying,Unspecified,,,,,,,,S75510973,,,,,"2 groups of 6 and 15",,,,"Alectoris chukar",chukar,Species,1214.0,,,4.0,2,committed,,"https://ebird.org/profile/MjM3MzQz",1707,3035,"https://macaulaylibrary.org/asset/275178901","https://ebird.org/view/checklist/S75510973","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
275178361,Photo,"Alectoris chukar",Chukar,,"Eric Ellingson",10/24/2020,2020,10,24,1411,"United States",US-WA-075,Washington,Whitman,"Steptoe Butte",47.0323,-117.2962,,Adult,,Unspecified,,,,,,,,S75510973,,,,,"2 groups of 6 and 15",,,,"Alectoris chukar",chukar,Species,1214.0,,,3.0,1,committed,,"https://ebird.org/profile/MjM3MzQz",2915,5182,"https://macaulaylibrary.org/asset/275178361","https://ebird.org/view/checklist/S75510973","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
275178351,Photo,"Alectoris chukar",Chukar,,"Eric Ellingson",10/24/2020,2020,10,24,1411,"United States",US-WA-075,Washington,Whitman,"Steptoe Butte",47.0323,-117.2962,,Adult,,Unspecified,,,,,,,,S75510973,,,,,"2 groups of 6 and 15",,,,"Alectoris chukar",chukar,Species,1214.0,,,4.0,1,committed,,"https://ebird.org/profile/MjM3MzQz",3246,5770,"https://macaulaylibrary.org/asset/275178351","https://ebird.org/view/checklist/S75510973","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
275178341,Photo,"Alectoris chukar",Chukar,,"Eric Ellingson",10/24/2020,2020,10,24,1411,"United States",US-WA-075,Washington,Whitman,"Steptoe Butte",47.0323,-117.2962,,Unknown,"Foraging or Eating",Unspecified,,,,,,,,S75510973,,,,,"2 groups of 6 and 15",,,,"Alectoris chukar",chukar,Species,1214.0,,,4.0,1,committed,,"https://ebird.org/profile/MjM3MzQz",2824,5020,"https://macaulaylibrary.org/asset/275178341","https://ebird.org/view/checklist/S75510973","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
274923431,Photo,"Alectoris chukar",Chukar,,"Ergün Cengiz",9/29/2020,2020,9,29,720,Turkey,TR-38,Kayseri,,"Aladağlar - Maden Yolu",37.9754,35.355,,,,Unspecified,,,,,,,,S74234361,,,,,,,,,"Alectoris chukar",chukar,Species,1214.0,,,0.0,0,committed,,"https://ebird.org/profile/MTMwMjgzNA",1307,1960,"https://macaulaylibrary.org/asset/274923431","https://ebird.org/view/checklist/S74234361","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
274516401,Photo,"Alectoris chukar",Chukar,,"Ken Miracle",10/22/2020,2020,10,22,1230,"United States",US-OR-045,Oregon,Malheur,"Dry Creek Cutoff Freeze Out East Spring Area",43.5911,-117.4801,,,,Unspecified,,,,,,,,S75414961,,,,,,,,,"Alectoris chukar",chukar,Species,1214.0,,,0.0,0,committed,,,1166,2048,"https://macaulaylibrary.org/asset/274516401","https://ebird.org/view/checklist/S75414961","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
274516351,Photo,"Alectoris chukar",Chukar,,"Ken Miracle",10/22/2020,2020,10,22,1230,"United States",US-OR-045,Oregon,Malheur,"Dry Creek Cutoff Freeze Out East Spring Area",43.5911,-117.4801,,,,Unspecified,,,,,,,,S75414961,,,,,,,,,"Alectoris chukar",chukar,Species,1214.0,,,0.0,0,committed,,,1087,2048,"https://macaulaylibrary.org/asset/274516351","https://ebird.org/view/checklist/S75414961","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
274516341,Photo,"Alectoris chukar",Chukar,,"Ken Miracle",10/22/2020,2020,10,22,1230,"United States",US-OR-045,Oregon,Malheur,"Dry Creek Cutoff Freeze Out East Spring Area",43.5911,-117.4801,,,,Unspecified,,,,,,,,S75414961,,,,,,,,,"Alectoris chukar",chukar,Species,1214.0,,,0.0,0,committed,,,1057,2048,"https://macaulaylibrary.org/asset/274516341","https://ebird.org/view/checklist/S75414961","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
274516331,Photo,"Alectoris chukar",Chukar,,"Ken Miracle",10/22/2020,2020,10,22,1230,"United States",US-OR-045,Oregon,Malheur,"Dry Creek Cutoff Freeze Out East Spring Area",43.5911,-117.4801,,,,Unspecified,,,,,,,,S75414961,,,,,,,,,"Alectoris chukar",chukar,Species,1214.0,,,0.0,0,committed,,,1260,2048,"https://macaulaylibrary.org/asset/274516331","https://ebird.org/view/checklist/S75414961","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
274516311,Photo,"Alectoris chukar",Chukar,,"Ken Miracle",10/22/2020,2020,10,22,1230,"United States",US-OR-045,Oregon,Malheur,"Dry Creek Cutoff Freeze Out East Spring Area",43.5911,-117.4801,,,,Unspecified,,,,,,,,S75414961,,,,,,,,,"Alectoris chukar",chukar,Species,1214.0,,,0.0,0,committed,,,1064,2048,"https://macaulaylibrary.org/asset/274516311","https://ebird.org/view/checklist/S75414961","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
274073711,Photo,"Alectoris chukar",Chukar,,"Will Sweet",10/24/2020,2020,10,24,802,"United States",US-CA-065,California,Riverside,"Joshua Tree NP--Keys View",33.927,-116.1871,,Unknown,,Unspecified,,,,,,,,S75345122,,,,,Photos,,,,"Alectoris chukar",chukar,Species,1214.0,,,2.5,2,committed,,"https://ebird.org/profile/MTU1NzMy",1801,2701,"https://macaulaylibrary.org/asset/274073711","https://ebird.org/view/checklist/S75345122","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
274073701,Photo,"Alectoris chukar",Chukar,,"Will Sweet",10/24/2020,2020,10,24,802,"United States",US-CA-065,California,Riverside,"Joshua Tree NP--Keys View",33.927,-116.1871,,Unknown,,Unspecified,,,,,,,,S75345122,,,,,Photos,,,,"Alectoris chukar",chukar,Species,1214.0,,,3.0,1,committed,,"https://ebird.org/profile/MTU1NzMy",1793,2690,"https://macaulaylibrary.org/asset/274073701","https://ebird.org/view/checklist/S75345122","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
273912531,Photo,"Alectoris chukar",Chukar,,"Joshua Stacy",6/9/2019,2019,6,9,2016,"United States",US-NV-001,Nevada,Churchill,"(39.3004,-117.8691)",39.3004,-117.8691,,,,Unspecified,,,,,,,,S57435997,,,,,,,,,"Alectoris chukar",chukar,Species,1214.0,,,2.0,1,committed,,"https://ebird.org/profile/OTk0NzQ5",1859,2788,"https://macaulaylibrary.org/asset/273912531","https://ebird.org/view/checklist/S57435997","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
273026251,Photo,"Alectoris chukar",Chukar,,"Sue Riffe",4/3/2007,2007,4,3,1615,"United States",US-CO-029,Colorado,Delta,"Escalante Canyon--Gunnison River to Cap Smith Cabin",38.7505,-108.2604,,Adult,,Unspecified,,,,,,,,S75157741,,,,,,,,,"Alectoris chukar",chukar,Species,1214.0,,,4.0,1,committed,,"https://ebird.org/profile/Mjc1ODIy",1609,1414,"https://macaulaylibrary.org/asset/273026251","https://ebird.org/view/checklist/S75157741","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
273026141,Photo,"Alectoris chukar",Chukar,,"Sue Riffe",4/3/2007,2007,4,3,1615,"United States",US-CO-029,Colorado,Delta,"Escalante Canyon--Gunnison River to Cap Smith Cabin",38.7505,-108.2604,,Adult,,Unspecified,,,,,,,,S75157741,,,,,,,,,"Alectoris chukar",chukar,Species,1214.0,,,4.0,1,committed,,"https://ebird.org/profile/Mjc1ODIy",814,555,"https://macaulaylibrary.org/asset/273026141","https://ebird.org/view/checklist/S75157741","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
273023381,Photo,"Alectoris chukar",Chukar,,"Sue Riffe",4/3/2006,2006,4,3,1402,"United States",US-CO-077,Colorado,Mesa,"Cameo & Coal Canyon",39.155,-108.3274,,Adult,,Unspecified,,,,,,,,S75157487,,,,,,,,,"Alectoris chukar",chukar,Species,1214.0,,,2.0,1,committed,,"https://ebird.org/profile/Mjc1ODIy",978,1415,"https://macaulaylibrary.org/asset/273023381","https://ebird.org/view/checklist/S75157487","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
272700521,Photo,"Alectoris chukar",Chukar,,"Charlie Keller",10/19/2016,2016,10,19,810,"United States",US-CA-029,California,Kern,"Galileo Hill--Silver Saddle Ranch and Club",35.219,-117.758,,,,Unspecified,,,,,,,,S75113174,,,,,,,,,"Alectoris chukar",chukar,Species,1214.0,,,0.0,0,committed,,,1772,2658,"https://macaulaylibrary.org/asset/272700521","https://ebird.org/view/checklist/S75113174","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
272598411,Photo,"Alectoris chukar",Chukar,,"Peter Olsoy",10/15/2020,2020,10,15,1520,"United States",US-WA-075,Washington,Whitman,"Steptoe Butte",47.0323,-117.2962,,Unknown,,Unspecified,,,,,,,,S74871124,,,,,,,,,"Alectoris chukar",chukar,Species,1214.0,,,4.0,1,committed,,"https://ebird.org/profile/NjQ0NzI0",2923,3219,"https://macaulaylibrary.org/asset/272598411","https://ebird.org/view/checklist/S74871124","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
272370021,Photo,"Alectoris chukar",Chukar,,"Bruce Bosdet",10/18/2020,2020,10,18,1328,Canada,CA-BC-TN,"British Columbia",Thompson-Nicola,"Kamloops Airport river trail",50.6983,-120.4419,,,,Unspecified,,,,,,,,S75066655,,,,,"Small flock of mostly immature Chukars",,,,"Alectoris chukar",chukar,Species,1214.0,,,5.0,1,committed,,,2664,4000,"https://macaulaylibrary.org/asset/272370021","https://ebird.org/view/checklist/S75066655","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
272203871,Photo,"Alectoris chukar",Chukar,,"Charlotte Byers",5/25/2012,2012,5,25,1400,"United States",US-WA-025,Washington,Grant,"Frenchman Coulee",47.0281,-119.9661,,,,Unspecified,,,,,,,,S75042718,,,,,"Calling from high atop the ridge",,,,"Alectoris chukar",chukar,Species,1214.0,,,0.0,0,committed,,"https://ebird.org/profile/NDExNTIw",1114,1482,"https://macaulaylibrary.org/asset/272203871","https://ebird.org/view/checklist/S75042718","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
272173621,Photo,"Alectoris chukar",Chukar,,"Connor Johnson",10/17/2020,2020,10,17,902,"United States",US-UT-011,Utah,Davis,"Antelope Island SP--Buffalo Point",41.0323,-112.2615,,Unknown,,Unspecified,,,,,,,,S74947607,,,,,,,,,"Alectoris chukar",chukar,Species,1214.0,,,2.0,1,committed,,"https://ebird.org/profile/MTQ5OTY5NA",2414,3621,"https://macaulaylibrary.org/asset/272173621","https://ebird.org/view/checklist/S74947607","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
271990191,Photo,"Alectoris chukar",Chukar,,"Sonam Yangjor",10/17/2020,2020,10,17,857,India,IN-JK-LE,"Jammu and Kashmir","Leh (ladakh)","Shey Marshes",34.0603,77.6315,,,,Unspecified,,,,,,,,S75006749,,,,,,,,,"Alectoris chukar",chukar,Species,1214.0,,,0.0,0,committed,,"https://ebird.org/profile/MTQwNTIwMQ",4000,6000,"https://macaulaylibrary.org/asset/271990191","https://ebird.org/view/checklist/S75006749","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
270840961,Photo,"Alectoris chukar",Chukar,,"Jesse Watson",10/4/2020,2020,10,4,1005,"United States",US-NV-007,Nevada,Elko,"Goshutes Hawkwatch",40.4254,-114.2709,,,,Unspecified,,,,,,,,S74441796,,,,,"At the top of the hawkwatch in the morning",,,,"Alectoris chukar",chukar,Species,1214.0,,,0.0,0,committed,,"https://ebird.org/profile/NjMzMDIw",2426,3642,"https://macaulaylibrary.org/asset/270840961","https://ebird.org/view/checklist/S74441796","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
270557881,Photo,"Alectoris chukar",Chukar,,"John Koon",10/11/2020,2020,10,11,1337,"United States",US-CA-071,California,"San Bernardino","Horseman's Center Park (Desert Avicaching)",34.4842,-117.133,,Unknown,,Unspecified,,,,,,,,S74716089,,,,,"Single group",,,,"Alectoris chukar",chukar,Species,1214.0,,,2.0,1,committed,,"https://ebird.org/profile/Mzk1NzI3",1928,2329,"https://macaulaylibrary.org/asset/270557881","https://ebird.org/view/checklist/S74716089","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
270557831,Photo,"Alectoris chukar",Chukar,,"John Koon",10/11/2020,2020,10,11,1337,"United States",US-CA-071,California,"San Bernardino","Horseman's Center Park (Desert Avicaching)",34.4842,-117.133,,Adult,"Foraging or Eating",Unspecified,,,,,,,,S74716089,,,,,"Single group",,,,"Alectoris chukar",chukar,Species,1214.0,,,2.0,1,committed,,"https://ebird.org/profile/Mzk1NzI3",3456,4608,"https://macaulaylibrary.org/asset/270557831","https://ebird.org/view/checklist/S74716089","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
